,address,agent,baths_full,baths_half,bedrooms,broker,city,garage,lot_size,photos,price,property_type,sqft,zip_code
523,39 Brookshire Grn,1301728,2,0,3,1280142,Bloomington,2,-1.0,30,169900,Single Family Home,3284.0,61704
524,3614 Connie Kay Way,1221216,3,1,4,1280142,Bloomington,3,-1.0,30,314900,Single Family Home,3945.0,61704
525,1302 Watersound Way,1222389,3,0,5,1280142,Bloomington,3,-1.0,30,429900,Single Family Home,5050.0,61705
526,2718 Gill St,1571741,2,1,3,1571726,Bloomington,2,-1.0,28,155000,Single Family Home,1987.0,61704
527,1318 Eastport Dr,22772,1,1,3,1295017,Bloomington,2,-1.0,22,145000,Single Family Home,2141.0,61704
528,1231 E Empire St,964233,1,0,3,1571726,Bloomington,1,16117.2,20,109900,Single Family Home,2620.0,61701
529,830 W Oakland Ave,1730158,1,0,3,712753,Bloomington,2,-1.0,14,105900,Single Family Home,2462.0,61701
530,5061/2 N Roosevelt,494617,1,0,3,1571726,Bloomington,1,-1.0,9,28713,Single Family Home,1712.0,61701
532,3 Hayloft Rd,1295092,3,1,4,1295017,Bloomington,2,-1.0,30,199900,Single Family Home,3335.0,61704
533,519 W Oakland Ave,1253576,1,1,3,1207437,Bloomington,2,-1.0,30,103900,Single Family Home,2051.0,61701
534,6 Willowbend Ct,804479,3,1,4,1571726,Bloomington,3,-1.0,30,259000,Single Family Home,3554.0,61705
535,2804 Mowrey Dr,921514,3,1,5,1280142,Bloomington,3,10890.0,30,415000,Single Family Home,4472.0,61704
536,402 Chelsea Dr,1295118,3,0,4,1295017,Bloomington,3,17424.0,30,219900,Single Family Home,3726.0,61704
538,6 Lake Bluff Ct,1855850,2,1,4,1280142,Bloomington,2,-1.0,30,230000,Single Family Home,3762.0,61704
539,1102 E Monroe St,2046247,3,3,4,712753,Bloomington,3,-1.0,24,409000,Single Family Home,4896.0,61701
540,1113 W Oakland Ave,591989,1,0,3,1280142,Bloomington,1,-1.0,23,75000,Single Family Home,2613.0,61701
541,1311 Guiness Dr,6449,3,1,5,1571726,Bloomington,3,-1.0,30,378000,Single Family Home,4451.0,61705
542,1308 Mount Vernon Dr,1207560,1,1,4,712753,Bloomington,1,-1.0,14,87499,Single Family Home,1702.0,61704
543,1116 Willow Creek Dr,744586,3,1,5,3054550,Bloomington,3,-1.0,30,324900,Single Family Home,3090.0,61705
544,1208 Norma Dr,1231308,4,2,7,1295017,Bloomington,3,-1.0,30,599900,Single Family Home,5893.0,61704
545,6004 Roughleaf Ave,744586,3,1,5,3054550,Bloomington,3,-1.0,30,334900,Single Family Home,3360.0,61705
546,16 Mackenzie Ct,1893243,4,1,5,712753,Bloomington,3,-1.0,30,425000,Single Family Home,5234.0,61704
547,903 E Jefferson St,692040,2,1,5,1295017,Bloomington,2,-1.0,30,324900,Single Family Home,4422.0,61701
548,615 S Clinton St,5295,1,0,3,1207437,Bloomington,1,-1.0,22,94900,Single Family Home,1585.0,61701
549,601 Seminary Ave,1301728,1,0,3,1280142,Bloomington,1,-1.0,21,77000,Single Family Home,1837.0,61701
550,9779 Janel Dr,1117728,2,2,4,1571726,Bloomington,3,-1.0,30,439900,Single Family Home,4255.0,61705
551,3117 Creek Side Rd,7995,2,1,4,3054550,Bloomington,2,-1.0,30,212000,Single Family Home,2980.0,61704
552,5102 Francesco Ln,1295133,3,1,4,1295017,Bloomington,3,-1.0,30,325000,Single Family Home,3755.0,61705
553,902 5 W Washington,1938118,2,0,2,1207437,Bloomington,1,-1.0,7,54900,Single Family Home,2450.0,61701
554,708 S Madison St,1938118,1,0,2,1207437,Bloomington,1,-1.0,6,69000,Single Family Home,1440.0,61701
555,1804 E Lincoln St,1708364,1,0,3,3054550,Bloomington,2,-1.0,22,119900,Single Family Home,2704.0,61701
556,6 Melrose Ct,523649,3,0,3,1295017,Bloomington,2,-1.0,21,200000,Single Family Home,3540.0,61704
557,3211 Stonebridge Dr,744586,2,1,4,3054550,Bloomington,2,-1.0,30,219900,Single Family Home,3395.0,61704
558,914 W Jefferson St,494617,1,0,3,1571726,Bloomington,1,-1.0,21,58900,Single Family Home,920.0,61701
559,12 Sunset Rd,1440163,2,1,5,1571726,Bloomington,3,-1.0,19,399000,Single Family Home,2274.0,61701
560,3007 Thornwood Ln,523649,4,2,5,1295017,Bloomington,4,23522.4,30,535000,Single Family Home,8016.0,61704
562,407 S Florence Ave,1319879,2,1,3,1571726,Bloomington,2,-1.0,18,152900,Single Family Home,3015.0,61701
563,1001 W Wood St,5040,1,0,2,1295017,Bloomington,2,-1.0,8,72900,Single Family Home,1914.0,61701
564,72 Fedor Cir,5296,4,0,5,1571726,Bloomington,3,-1.0,30,299700,Single Family Home,4607.0,61705
565,904 W Grove St,591989,2,0,4,1280142,Bloomington,2,-1.0,30,75000,Single Family Home,2828.0,61701
566,809 N Lee St,591989,2,0,4,1280142,Bloomington,1,-1.0,30,75000,Single Family Home,2464.0,61701
567,2512 Kaitlyn Dr,5184,3,1,5,3054550,Bloomington,3,-1.0,30,328900,Single Family Home,4023.0,61704
569,1306 S Center St,7995,1,1,4,3054550,Bloomington,2,-1.0,30,122500,Single Family Home,3050.0,61701
572,6 Carleton Ct,2705739,2,1,4,-1,Bloomington,2,-1.0,13,215000,Single Family Home,2790.0,61704
574,9 Strawberry Rd,1256002,4,1,5,1207437,Bloomington,3,-1.0,30,424900,Single Family Home,5962.0,61704
575,1308 W Empire St,1416095,1,0,2,1571726,Bloomington,1,-1.0,25,89900,Single Family Home,1674.0,61701
577,601 N Allin St,515817,1,0,2,1207437,Bloomington,1,-1.0,6,52900,Single Family Home,1180.0,61701
579,7 Stoney Ct,523649,4,2,5,1295017,Bloomington,4,-1.0,30,899900,Single Family Home,8541.0,61704
580,6010 Roughleaf Ave,159571,3,1,5,1571726,Bloomington,3,-1.0,30,299900,Single Family Home,3440.0,61705
581,1805 Hackberry Rd,1263684,3,2,5,1571726,Bloomington,3,-1.0,30,499900,Single Family Home,4708.0,61704
582,2811 Degarmo Dr,5174,3,1,5,1207437,Bloomington,3,-1.0,29,389000,Single Family Home,4038.0,61704
583,913 N Lee St,1295084,2,0,3,1295017,Bloomington,1,-1.0,14,59900,Single Family Home,2100.0,61701
584,904 N Center St,515811,1,0,2,1295017,Bloomington,1,-1.0,17,41000,Single Family Home,2027.0,61701
585,9450 Janel Dr,1231308,4,1,5,1295017,Bloomington,3,-1.0,30,475000,Single Family Home,5323.0,61705
586,1507 E Oakland Ave,43657,2,0,3,1207437,Bloomington,2,-1.0,18,144900,Single Family Home,2952.0,61701
587,2812 Mowrey Dr,1222389,3,1,5,1280142,Bloomington,3,-1.0,30,392500,Single Family Home,4251.0,61704
589,2510 Grey Fox Trl,1207568,2,1,4,1207437,Bloomington,2,-1.0,19,244900,Single Family Home,2318.0,61705
590,6 Cobblestone Ct,1263684,3,1,5,1571726,Bloomington,2,-1.0,1,314900,Single Family Home,4578.0,61704
594,14 Lavender Ln,4396,4,1,5,1295017,Bloomington,3,-1.0,30,419900,Single Family Home,5028.0,61704
595,26 Brookshire Grn,4783,2,1,4,1571726,Bloomington,2,-1.0,29,175000,Single Family Home,3076.0,61704
597,1218 S Mason St,1237791,1,0,2,1295017,Bloomington,1,-1.0,11,92000,Single Family Home,1782.0,61701
598,2507 Crooked Creek Rd,192211,3,1,4,1280142,Bloomington,3,-1.0,30,399000,Single Family Home,4772.0,61705
599,2 Ebach Dr,523615,2,2,4,712753,Bloomington,2,-1.0,30,239900,Single Family Home,4162.0,61701
600,1306 N Linden St,5295,1,0,2,1207437,Bloomington,1,-1.0,16,62400,Single Family Home,732.0,61701
601,2903 Conlor Dr,523649,2,0,2,1295017,Bloomington,2,-1.0,15,178900,Single Family Home,2450.0,61704
602,1209 Woodbury Pl,1571736,2,0,3,1571726,Bloomington,2,-1.0,12,164900,Single Family Home,1820.0,61701
627,1307 S Oak St,172711,1,0,2,1207437,Bloomington,1,-1.0,17,90000,Single Family Home,1652.0,61701
628,3109 Fiona Way,523674,3,1,5,712753,Bloomington,3,-1.0,30,649900,Single Family Home,5186.0,61704
629,7 Cloverhill Cir,523649,4,0,4,1295017,Bloomington,3,-1.0,30,339900,Single Family Home,5263.0,61705
630,1314 W Walnut St,29336,1,1,1,1571726,Bloomington,1,-1.0,9,59900,Single Family Home,2517.0,61701
631,25 Yotzonot Dr,1068217,3,1,3,1207437,Bloomington,2,-1.0,30,154400,Single Family Home,2394.0,61704
632,1209 N Western Ave,7995,2,1,3,3054550,Bloomington,2,-1.0,30,98000,Single Family Home,2593.0,61701
633,705 E Washington St,1118829,2,0,4,1571726,Bloomington,1,-1.0,18,169900,Single Family Home,4390.0,61701
635,10060 Wolf Hill Rd,523649,4,0,4,1295017,Bloomington,3,30056.4,29,367500,Single Family Home,4522.0,61705
636,1524 Martin Luther King Dr,1546382,2,0,2,1280142,Bloomington,2,-1.0,17,119900,Single Family Home,1476.0,61701
637,2507 Slayton Dr,591989,1,1,3,1280142,Bloomington,2,-1.0,30,125000,Single Family Home,2324.0,61704
638,26 Winding Way,523649,2,0,2,1295017,Bloomington,2,-1.0,15,147500,Single Family Home,2338.0,61705
640,1805 Woodbine Rd,523674,3,1,4,712753,Bloomington,3,-1.0,30,305900,Single Family Home,4512.0,61704
641,1503 Sweetbriar Dr,523674,2,1,3,712753,Bloomington,2,-1.0,24,245000,Single Family Home,3532.0,61701
642,2104 Ridge Creek Dr,159571,3,0,5,1571726,Bloomington,2,-1.0,30,289900,Single Family Home,3820.0,61705
643,2107 Sinclair Ct,1571741,3,1,5,1571726,Bloomington,3,-1.0,29,459900,Single Family Home,4165.0,61704
644,1120 Colton Ave,1207554,2,0,4,3054550,Bloomington,1,-1.0,19,124900,Single Family Home,1716.0,61701
645,1121 E Grove St,494617,3,0,5,1571726,Bloomington,2,-1.0,30,154500,Single Family Home,3676.0,61701
646,2204 Berrywood Ln,71546,2,1,4,1295017,Bloomington,2,-1.0,30,224000,Single Family Home,3870.0,61704
650,51 Dry Sage Cir,907561,2,0,3,1295017,Bloomington,2,9583.0,30,227900,Single Family Home,3126.0,61705
651,504 E Olive St,7995,2,0,3,3054550,Bloomington,2,-1.0,30,134900,Single Family Home,2802.0,61701
652,3 Briarwood Ave,1194148,2,0,3,-1,Bloomington,1,-1.0,28,154900,Single Family Home,2450.0,61701
653,1403 Wright St,494617,1,1,3,1571726,Bloomington,1,-1.0,22,87777,Single Family Home,2321.0,61701
654,104 N Regency Dr,804479,2,1,3,1571726,Bloomington,2,-1.0,30,174900,Single Family Home,3002.0,61701
655,1302 Winterberry Cir,1365275,3,1,5,1207437,Bloomington,3,-1.0,30,379900,Single Family Home,3745.0,61705
656,3105 Carrington Ln,523649,3,1,4,1295017,Bloomington,3,26571.6,30,389900,Single Family Home,5250.0,61705
657,3304 Carrington Ln,1194290,6,2,7,1571726,Bloomington,4,-1.0,30,899900,Single Family Home,9462.0,61705
658,23 Knollbrook Ct,1987183,3,0,3,1295017,Bloomington,2,-1.0,22,328900,Single Family Home,3716.0,61705
659,1328 N Mason St,471011,1,0,3,1295017,Bloomington,2,-1.0,12,37900,Single Family Home,1305.0,61701
660,1905 Dimmitt Ct,1855850,4,0,4,1280142,Bloomington,2,-1.0,30,375000,Single Family Home,5072.0,61704
661,19336 Inverness Ct,1571738,3,0,4,1571726,Bloomington,2,-1.0,30,216900,Single Family Home,2860.0,61705
662,1124 Willow Creek Dr,744586,3,1,5,3054550,Bloomington,3,-1.0,29,317900,Single Family Home,3113.0,61705
663,2110 Woodhavens Dr,1253576,2,0,3,1207437,Bloomington,2,-1.0,27,149900,Single Family Home,2510.0,61701
664,1403 W Miller St,43657,2,0,3,1207437,Bloomington,2,-1.0,21,122500,Single Family Home,1836.0,61701
665,2509 Piney Run,1613798,3,0,4,1571726,Bloomington,3,-1.0,30,304000,Single Family Home,3920.0,61705
667,407 W Locust St,21881,1,1,3,1571726,Bloomington,2,-1.0,21,84900,Single Family Home,2938.0,61701
668,3211 Brennan Ln,4396,3,1,6,1295017,Bloomington,3,-1.0,30,489900,Single Family Home,5483.0,61704
669,1511 N Western Ave,2132169,1,0,2,1571726,Bloomington,1,-1.0,20,76500,Single Family Home,1840.0,61701
670,807 N Oak St,1207568,1,0,2,1207437,Bloomington,1,-1.0,8,27000,Single Family Home,1808.0,61701
672,14610 Margo Ln,21881,2,0,3,1571726,Bloomington,1,-1.0,17,99900,Single Family Home,1300.0,61705
673,2406 Timber View Dr,2743947,2,1,3,1280142,Bloomington,2,-1.0,30,164900,Single Family Home,2099.0,61701
674,712 N Roosevelt Ave,15043,1,1,4,1295017,Bloomington,1,-1.0,23,99900,Single Family Home,2867.0,61701
675,3609 Baldocchi Dr,1889880,4,1,4,1571726,Bloomington,3,-1.0,23,324900,Single Family Home,3672.0,61704
676,507 E Jackson St,1440709,1,0,2,712753,Bloomington,1,-1.0,21,64900,Single Family Home,2379.0,61701
677,802 Reinthaler Rd,-1,1,1,2,-1,Bloomington,2,8276.0,16,122750,Single Family Home,1113.0,61701
678,84 Crista Ann Ct,29336,3,0,3,1571726,Bloomington,2,-1.0,30,234500,Single Family Home,2896.0,61704
679,1523 Stoneroller Cir,911852,3,1,5,1280142,Bloomington,3,-1.0,30,315900,Single Family Home,3265.0,61705
680,1914 Garling Dr,392860,1,0,2,1207437,Bloomington,1,-1.0,15,135000,Single Family Home,1012.0,61701
681,2108 Currant Ct,4167,4,1,4,1207437,Bloomington,3,-1.0,18,409900,Single Family Home,5886.0,61704
682,507 Howard St,591989,1,0,2,1280142,Bloomington,1,-1.0,22,40000,Single Family Home,1320.0,61701
683,1306 Sherman St,1221216,1,0,2,1280142,Bloomington,1,-1.0,19,45000,Single Family Home,1440.0,61701
684,1506 Calhoun St,1319879,2,0,2,1571726,Bloomington,2,-1.0,10,92900,Single Family Home,2612.0,61701
685,1508 Calhoun St,1319879,2,0,2,1571726,Bloomington,2,-1.0,7,79900,Single Family Home,2336.0,61701
686,2912 Conlor Dr,523649,2,0,2,1295017,Bloomington,2,-1.0,17,176900,Single Family Home,2450.0,61704
687,912 E Walnut St,515817,1,0,2,1207437,Bloomington,2,-1.0,7,74900,Single Family Home,1596.0,61701
688,3511 Wilder Dr,748021,2,1,3,1207437,Bloomington,2,-1.0,23,147900,Single Family Home,2320.0,61704
689,7 Edvardinsh Way,1986101,2,1,3,1295017,Bloomington,2,-1.0,30,129900,Single Family Home,1403.0,61701
690,15 Yotzonot Dr,955915,3,0,3,712753,Bloomington,2,-1.0,28,132000,Single Family Home,2633.0,61704
691,3622 Baldocchi Dr,1571741,3,1,5,1571726,Bloomington,3,-1.0,29,345000,Single Family Home,4030.0,61704
692,1201 N Oak St,744586,1,0,2,3054550,Bloomington,1,-1.0,6,54900,Single Family Home,1341.0,61701
693,904 W Jackson St,2125563,2,0,4,-1,Bloomington,1,-1.0,1,50000,Single Family Home,2300.0,61701
694,1001 N Western Ave,430485,2,0,3,3054550,Bloomington,2,-1.0,30,99500,Single Family Home,3369.0,61701
696,909 S Mercer Ave,1295099,1,1,3,1295017,Bloomington,2,-1.0,26,164900,Single Family Home,2650.0,61701
697,24685 Hickory Ln,5174,2,0,3,1207437,Bloomington,2,-1.0,26,450000,Single Family Home,2238.0,61748
698,1124 Doral Dr,1329957,3,1,3,1571726,Bloomington,2,-1.0,23,132900,Single Family Home,2220.0,61701
699,3410 Stephanie Rd,1301728,3,1,5,1280142,Bloomington,3,16117.2,30,355900,Single Family Home,4598.0,61704
700,1229 Cadwell Dr,1237791,1,1,3,1295017,Bloomington,2,-1.0,12,134500,Single Family Home,2202.0,61704
701,3902 Rave Rd,591989,3,1,5,1280142,Bloomington,3,-1.0,30,340000,Single Family Home,4359.0,61705
702,1921 Dunraven Rd,1653754,3,0,3,1571726,Bloomington,2,-1.0,28,254900,Single Family Home,3320.0,61704
705,2701 Handel Dr,1571741,3,1,4,1571726,Bloomington,3,-1.0,27,297900,Single Family Home,3031.0,61704
706,905 W Jefferson St,283157,1,0,2,1207437,Bloomington,1,-1.0,14,59999,Single Family Home,2440.0,61701
707,1115 Elmwood Rd,1263684,3,1,5,1571726,Bloomington,3,-1.0,28,499900,Single Family Home,5276.0,61701
709,1208 W Walnut St,1855850,1,1,2,1280142,Bloomington,2,-1.0,18,72000,Single Family Home,1657.0,61701
710,1111 Willow Creek Dr,1263684,3,0,4,1571726,Bloomington,3,-1.0,25,329900,Single Family Home,3490.0,61705
713,2509 S Bunn St,1345180,2,0,2,-1,Bloomington,2,-1.0,15,134900,Single Family Home,1608.0,61704
714,406 N Clinton St,1207563,1,0,2,1207437,Bloomington,1,-1.0,16,49900,Single Family Home,1820.0,61701
716,1702 Bunn St,3026033,2,0,3,-1,Bloomington,2,-1.0,13,120000,Single Family Home,1600.0,61701
718,11 Megan Ct,1194290,2,1,3,1571726,Bloomington,2,-1.0,30,179900,Single Family Home,2368.0,61705
720,2019 Interurban Rd,861956,2,0,4,712753,Bloomington,4,27007.2,30,219900,Single Family Home,3463.0,61705
721,4006 E Oakland Ave,804479,1,0,3,1571726,Bloomington,1,-1.0,23,104900,Single Family Home,1092.0,61704
722,810 E Taylor St,15043,1,1,3,1295017,Bloomington,1,-1.0,16,84900,Single Family Home,1278.0,61701
723,1318 Townley Dr,470068,2,0,4,1207437,Bloomington,2,-1.0,27,124900,Single Family Home,2018.0,61704
724,84 Dry Sage Cir,1207554,3,0,4,3054550,Bloomington,2,-1.0,28,239900,Single Family Home,3154.0,61705
725,105 Packard St,1646092,2,0,2,3054550,Bloomington,1,-1.0,20,64900,Single Family Home,2433.0,61701
726,2701 Fox Trot Trl,52451,2,1,3,1207437,Bloomington,2,-1.0,16,145000,Single Family Home,2197.0,61705
728,111 5 Weldon,1207547,1,0,3,1207437,Bloomington,2,-1.0,20,86500,Single Family Home,1900.0,61701
729,804 W Locust St,21881,1,0,3,1571726,Bloomington,1,-1.0,19,64900,Single Family Home,1761.0,61701
730,3916 Lay Ln,1855850,3,1,5,1280142,Bloomington,3,-1.0,30,325000,Single Family Home,3837.0,61705
731,3616 Connie Kay Way,1571741,3,0,4,1571726,Bloomington,3,-1.0,27,336000,Single Family Home,4116.0,61704
732,2810 Morningside Dr,1319879,2,1,3,1571726,Bloomington,2,-1.0,19,159500,Single Family Home,2694.0,61704
734,1015 Folsom St,22772,2,0,3,1295017,Bloomington,2,-1.0,23,87500,Single Family Home,2099.0,61701
735,1315 W Market St,-1,1,0,3,-1,Bloomington,1,6534.0,18,53000,Single Family Home,2212.0,61701
736,1 Cherrywood Ln,1222389,2,1,5,1280142,Bloomington,2,-1.0,1,253000,Single Family Home,3200.0,61701
737,4 Yukon Cir,2055892,3,0,3,-1,Bloomington,2,-1.0,30,239900,Single Family Home,3224.0,61705
738,3706 Baldocchi Dr,1613798,2,1,4,1571726,Bloomington,3,-1.0,30,249900,Single Family Home,3780.0,61704
739,1207 Staghorne Way,1207554,3,1,5,3054550,Bloomington,3,-1.0,30,334900,Single Family Home,3476.0,61705
740,23 Oak Park Rd,523649,2,1,3,1295017,Bloomington,2,-1.0,27,150000,Single Family Home,1983.0,61701
742,1214 S Mason St,7995,2,0,3,3054550,Bloomington,2,-1.0,16,79900,Single Family Home,1190.0,61701
743,208 S State St,1440709,1,1,3,712753,Bloomington,2,-1.0,26,163500,Single Family Home,2148.0,61701
745,2514 Grey Fox Trl,5174,3,1,4,1207437,Bloomington,2,-1.0,25,249900,Single Family Home,2892.0,61705
746,5010 Longfield Rd,1231308,3,1,5,1295017,Bloomington,3,-1.0,30,344900,Single Family Home,3680.0,61705
747,1624 Iowa St,2296095,2,0,3,1280142,Bloomington,1,-1.0,1,111500,Single Family Home,1388.0,61701
748,1616 Indiana St,1887422,1,1,3,1571726,Bloomington,2,-1.0,21,74000,Single Family Home,1550.0,61701
749,2207 Altoona Rd,3054675,3,0,3,3054550,Bloomington,2,-1.0,1,140000,Single Family Home,2233.0,61705
751,2911 Conlor Dr,1231308,2,1,3,1295017,Bloomington,2,-1.0,30,195000,Single Family Home,2674.0,61704
752,508 W Jackson St,1388808,1,0,2,712753,Bloomington,1,-1.0,26,62500,Single Family Home,1872.0,61701
753,2 Scofield Ct,4396,3,1,4,1295017,Bloomington,3,-1.0,30,265000,Single Family Home,3778.0,61704
755,3620 Baldocchi Dr,523649,3,1,5,1295017,Bloomington,3,-1.0,30,299800,Single Family Home,3987.0,61704
757,1205 W Grove St,494617,2,0,4,1571726,Bloomington,1,-1.0,30,133900,Single Family Home,2530.0,61701
758,1218 Dogwood Ln,486538,1,0,3,-1,Bloomington,2,-1.0,18,99900,Single Family Home,963.0,61704
759,3210 Trumpet Ln,283157,4,0,6,1207437,Bloomington,3,-1.0,30,389999,Single Family Home,5684.0,61704
760,8 Brookridge Ct,523649,3,1,4,1295017,Bloomington,3,-1.0,30,440000,Single Family Home,4471.0,61704
761,314 S Hershey Rd,1207544,2,1,3,1207437,Bloomington,2,-1.0,30,189900,Single Family Home,3376.0,61704
762,1305 N Oak St,7995,1,1,3,3054550,Bloomington,1,-1.0,30,95000,Single Family Home,1100.0,61701
763,2902 Conlor Dr,803691,3,0,3,1295017,Bloomington,2,-1.0,1,250000,Single Family Home,2694.0,61704
764,813 E Empire St,1319879,1,0,2,1571726,Bloomington,2,-1.0,11,69900,Single Family Home,1120.0,61701
769,4 Timbers Ct,283157,3,0,4,1207437,Bloomington,3,13068.0,23,369990,Single Family Home,3670.0,61701
770,206 S Mason St,7995,2,0,5,3054550,Bloomington,1,-1.0,14,46900,Single Family Home,2093.0,61701
772,12 Canterbury Ct,5181,3,1,4,-1,Bloomington,2,-1.0,19,266500,Single Family Home,5046.0,61701
775,216 Meadowbrook Dr,1855850,1,0,3,1280142,Bloomington,1,-1.0,16,102900,Single Family Home,1088.0,61701
776,1901 Dimmitt Ct,921514,3,1,4,1280142,Bloomington,3,-1.0,30,309900,Single Family Home,3850.0,61704
777,1122 E Taylor St,1200611,1,0,2,1571726,Bloomington,2,-1.0,25,119000,Single Family Home,2184.0,61701
778,14 Winding Way,523649,2,0,3,1295017,Bloomington,2,-1.0,23,159900,Single Family Home,2220.0,61705
780,18962 Terrace Valley Dr,1388808,2,0,3,712753,Bloomington,2,26571.6,27,164900,Single Family Home,2496.0,61705
782,7051/2 E Douglas,1805631,1,0,3,1571726,Bloomington,1,-1.0,26,63900,Single Family Home,1980.0,61701
783,10901 Melton Dr,1219877,1,1,3,-1,Bloomington,3,-1.0,23,142500,Single Family Home,1818.0,61705
784,2816 Breezewood Blvd,1295094,2,1,4,1207437,Bloomington,2,-1.0,15,184900,Single Family Home,2588.0,61704
785,1208 W Olive St,861956,1,1,2,712753,Bloomington,1,-1.0,14,61900,Single Family Home,1290.0,61701
786,3001 Joseph St,21881,1,0,3,1571726,Bloomington,2,-1.0,17,96900,Single Family Home,1409.0,61704
787,1009 Folsom St,1571741,2,0,3,1571726,Bloomington,2,-1.0,20,117000,Single Family Home,2440.0,61701
789,10096 Walker School Rd,692040,2,1,3,1295017,Bloomington,5,-1.0,29,280000,Single Family Home,4101.0,61705
790,48 Parkshores Dr,15043,3,0,2,1295017,Bloomington,2,-1.0,20,129900,Single Family Home,2208.0,61701
791,1119 E Monroe St,744586,3,1,4,3054550,Bloomington,2,-1.0,30,424900,Single Family Home,3795.0,61701
792,708 W Locust St,7995,3,0,4,3054550,Bloomington,1,-1.0,28,68900,Single Family Home,3130.0,61701
801,12 Strawberry Rd,1295086,4,1,5,1295017,Bloomington,3,-1.0,30,369900,Single Family Home,4600.0,61704
802,1909 Dunraven Rd,911852,2,0,2,1280142,Bloomington,2,-1.0,21,257900,Single Family Home,3188.0,61704
803,301 Gray Ave,1118829,1,0,2,1571726,Bloomington,2,-1.0,5,82000,Single Family Home,1812.0,61701
804,613 W Locust St,392860,1,0,3,1207437,Bloomington,1,-1.0,22,77500,Single Family Home,2544.0,61701
805,606 S McLean St,172711,1,1,3,1207437,Bloomington,1,-1.0,27,109900,Single Family Home,2118.0,61701
808,2001 Woodbine Rd,1118829,2,1,4,1571726,Bloomington,3,-1.0,30,299900,Single Family Home,4472.0,61704
809,603 W Jefferson St,494617,2,0,5,1571726,Bloomington,2,-1.0,18,72500,Single Family Home,1653.0,61701
811,506 N Mason St,1938118,1,0,3,1207437,Bloomington,1,-1.0,1,56900,Single Family Home,1328.0,61701
812,701 E Market St,1200611,2,0,3,1571726,Bloomington,1,-1.0,29,79900,Single Family Home,2642.0,61701
813,2504 Keystone Rd,1295094,3,1,4,1207437,Bloomington,3,-1.0,30,254900,Single Family Home,4647.0,61704
814,40 Sunset Rd,283157,2,1,4,1207437,Bloomington,2,-1.0,28,379990,Single Family Home,2900.0,61701
815,317 E Mulberry St,860512,1,0,2,712753,Bloomington,1,-1.0,17,52500,Single Family Home,1888.0,61701
816,1913 Crimson Ln,182757,2,1,4,1571726,Bloomington,3,-1.0,22,289000,Single Family Home,4976.0,61704
817,13937 Benjamin Ct,111130,3,0,5,1207437,Bloomington,2,43995.6,27,269000,Single Family Home,3443.0,61705
818,102 Fairway Dr,2047335,2,1,3,712753,Bloomington,2,-1.0,30,139500,Single Family Home,3188.0,61701
820,25 Bent Ct,1279681,2,1,3,1571726,Bloomington,2,-1.0,27,399900,Single Family Home,4159.0,61704
822,913 W Jefferson St,1938118,1,0,2,1207437,Bloomington,1,-1.0,1,29900,Single Family Home,1832.0,61701
824,1005 Bach Dr,430485,2,1,3,3054550,Bloomington,2,-1.0,30,259900,Single Family Home,2989.0,61704
825,2210 Riverwoods Ln,5184,3,1,5,3054550,Bloomington,3,-1.0,30,439900,Single Family Home,4272.0,61705
826,56 Country Club Pl,1440163,4,1,5,1571726,Bloomington,3,-1.0,30,759900,Single Family Home,5944.0,61701
827,15986 Pebble Beach Rd,-1,4,0,4,-1,Bloomington,1,179031.6,23,534900,Single Family Home,2725.0,61705
829,3903 Watertown Ln,22772,3,1,5,1295017,Bloomington,3,-1.0,30,349900,Single Family Home,4088.0,61705
831,1302 Jolene Dr,1388808,3,1,5,712753,Bloomington,3,-1.0,30,365000,Single Family Home,4014.0,61704
832,1116 W Oakland Ave,15043,1,0,3,1295017,Bloomington,1,-1.0,16,77900,Single Family Home,1917.0,61701
834,122 Maizefield Ave,1231308,1,0,2,1295017,Bloomington,1,-1.0,30,110000,Single Family Home,1916.0,61701
835,423 Priscilla Ln,1207547,1,0,3,1207437,Bloomington,2,-1.0,15,89500,Single Family Home,1364.0,61704
836,411 S Hinshaw,1938118,1,0,2,1207437,Bloomington,1,-1.0,1,30000,Single Family Home,1428.0,61701
839,702 N Roosevelt Ave,1118829,1,0,2,1571726,Bloomington,1,-1.0,27,68000,Single Family Home,1794.0,61701
844,1710 Glenbridge Rd,1194290,2,1,3,1571726,Bloomington,2,-1.0,27,135000,Single Family Home,2250.0,61704
845,217 Mays Dr,744586,2,1,5,3054550,Bloomington,2,-1.0,30,324900,Single Family Home,3535.0,61701
846,54 Country Club Pl,744586,4,1,4,3054550,Bloomington,3,15681.6,30,1100000,Single Family Home,7067.0,61701
847,14053 Rhodes Rd,4783,3,1,4,1571726,Bloomington,3,57063.60000000001,30,294500,Single Family Home,4151.0,61705
850,1803 Dimmitt Ct,283157,3,1,6,1207437,Bloomington,3,-1.0,30,469999,Single Family Home,4946.0,61704
851,1127 Doral Dr,1118829,2,1,3,1571726,Bloomington,2,-1.0,16,135000,Single Family Home,2224.0,61701
852,3 Sunset Rd,5040,2,1,4,1295017,Bloomington,2,76230.0,27,499900,Single Family Home,3625.0,61701
853,2514 Piney Run,21881,3,1,5,1571726,Bloomington,3,-1.0,30,354900,Single Family Home,3652.0,61705
854,10 Stoney Ct,159571,2,1,5,1571726,Bloomington,4,-1.0,30,384500,Single Family Home,3926.0,61704
